timestamp,count,risk_score,risk_level,density,avg_speed
2026-05-16T11:26:30,4,0.1725,LOW,0.1109,1.3683
2026-05-16T11:26:40,3,0.2884,LOW,0.0582,13.572
2026-05-16T11:26:53,6,0.2946,LOW,0.1164,10.7328
2026-05-16T11:26:59,3,0.2655,LOW,0.0582,3.6431
2026-05-16T11:27:07,1,0.2301,LOW,0.0527,3.1148
