timestamp,count,risk_score,risk_level,density,avg_speed
2026-05-16T14:45:03,6,0.2268,LOW,0.2164,1.7377
2026-05-16T14:45:15,5,0.1648,LOW,0.1137,1.1086
2026-05-16T14:45:27,5,0.2262,LOW,0.1387,1.5421
2026-05-16T14:45:37,4,0.1454,LOW,0.1109,0.9126
