timestamp,count,risk_score,risk_level,density,avg_speed
2026-05-12T08:23:29,8,0.38,MEDIUM,0.1219,1.3284
2026-05-12T08:28:30,2,0.2933,LOW,0.1055,1.5651
2026-05-12T08:30:21,0,0.1278,LOW,0.0,1.2263
