timestamp,count,risk_score,risk_level,density,avg_speed
2026-05-16T14:17:18,4,0.1909,LOW,0.1609,1.4323
2026-05-16T14:17:29,5,0.402,MEDIUM,0.1637,2.5677
2026-05-16T14:17:38,5,0.1942,LOW,0.1637,1.4829
