timestamp,count,risk_score,risk_level,density,avg_speed
2026-05-16T09:17:21,3,0.1369,LOW,0.0582,2.0616
2026-05-16T09:17:28,2,0.2869,LOW,0.0555,7.9257
2026-05-16T09:25:52,1,0.2007,LOW,0.0527,1.063
2026-05-16T09:25:58,1,0.2494,LOW,0.0527,5.6078
2026-05-16T09:26:05,1,0.2499,LOW,0.0527,2.3965
2026-05-16T09:26:11,2,0.2564,LOW,0.3555,1.6638
2026-05-16T09:26:18,1,0.2721,LOW,0.0527,1.6544
